@RELATION data
@ATTRIBUTE class {0, 1}
@ATTRIBUTE tem_link BOOLEAN
@ATTRIBUTE tamanho NUMERIC
@DATA
1,False,1110
1,False,3740
1,False,4055
1,False,1203
1,False,3661
0,True,3089
1,False,3135
0,False,5401
0,True,9285
1,False,4825
1,False,2795
1,False,6334
0,True,13598
1,False,2671
0,False,3619
1,False,8436
0,True,7095
1,False,3545
1,False,3445
1,False,1147
1,True,31636
0,False,1304
0,False,4363
1,True,8162
0,True,7645
0,True,13919
1,False,3564
0,False,4211
1,False,3833
1,False,1025
1,False,2862
0,True,17370
0,True,16774
1,False,3199
1,False,5158
1,False,7612
0,True,2395
0,False,9133
1,False,5840
1,False,5438
1,True,7804
1,False,3204
0,True,17067
1,False,2030
0,True,20402
1,False,4271
1,False,2210
1,False,6012
1,False,2498
1,False,10777
1,False,2732
1,False,2867
1,True,26705
0,False,5136
0,True,13594
1,True,992
0,True,5919
0,False,3271
1,False,7362
1,False,5890
1,False,5561
1,True,7523
0,True,11065
1,False,5844
1,False,3073
0,True,17650
1,False,1416
0,True,6733
1,False,5156
1,False,5383
1,False,3546
1,False,5401
1,False,3101
1,False,1280
1,False,4596
0,True,2813
0,True,6945
1,False,7688
1,False,7015
1,False,3440
1,False,3928
1,True,33099
1,False,15943
0,False,2083
0,True,5788
1,False,5868
1,False,4869
0,True,6493
1,True,20383
1,True,8690
0,False,4584
1,False,1132
0,True,5080
0,True,6810
1,False,4876
1,True,5681
1,False,2804
0,False,5071
1,False,4491
1,False,3681
1,False,2990
1,True,14747
0,True,5047
0,True,5959
1,True,7249
1,False,4189
1,False,2885
0,True,7999
1,False,3745
1,False,1253
1,False,5663
1,False,4458
1,False,6393
1,False,5154
1,False,891
1,False,6625
1,False,7375
1,False,5197
1,False,1196
0,True,7057
1,False,7428
0,True,7874
1,False,5721
1,False,7866
1,False,7935
1,False,1290
1,False,6471
1,False,4897
1,False,1134
0,False,5238
1,False,2801
0,True,3756
1,False,6249
1,True,2985
0,True,5477
0,True,8596
0,True,7022
1,True,31672
0,False,11399
1,False,3041
1,False,6646
1,False,1738
1,False,5597
1,False,4179
1,False,4643
0,True,11192
1,False,4842
1,True,5020
0,True,6143
1,False,3253
1,False,2794
1,False,1152
0,True,7022
1,False,6803
1,False,4853
1,False,3444
1,False,3221
1,False,3232
1,False,5518
1,False,4075
1,False,5762
1,False,5181
1,False,2949
1,False,5678
1,False,1173
0,True,2040
1,False,6159
1,False,4382
1,False,6053
1,False,5459
1,False,1375
1,True,13158
0,True,3702
1,False,4900
1,False,1823
1,False,5345
1,False,5690
0,True,5774
1,False,6059
1,False,2817
1,False,5165
1,False,3275
1,True,20457
0,True,5781
0,True,8335
1,False,3627
1,False,4871
1,False,4510
1,False,4970
1,False,3018
1,False,6284
1,False,6800
0,False,3697
1,True,11886
1,True,6193
1,False,6701
1,False,2555
1,False,1310
1,False,7933
1,False,7120
1,False,6288
1,False,4287
1,False,6675
1,True,31324
1,False,7034
1,False,7488
0,True,7424
1,False,1588
1,False,3101
1,True,8215
1,False,5538
1,True,2575
1,False,5972
1,True,8281
1,False,5349
0,False,3101
0,True,5432
1,False,1057
0,True,11029
0,False,5216
0,True,15323
1,True,9894
0,True,12615
1,False,4500
1,False,3062
1,False,3487
0,False,1603
0,True,5070
1,False,7575
1,False,5097
0,False,6806
1,True,5917
0,True,4773
1,False,7435
0,True,8769
1,False,4585
1,False,1100
1,False,2533
1,False,6124
1,False,5156
0,True,2837
0,True,5653
1,False,7439
1,False,3257
1,False,6675
0,False,3640
1,False,3806
1,False,2870
0,False,6403
1,False,2764
1,False,5081
1,False,5624
1,False,3990
1,False,2416
1,False,4840
1,False,2499
0,True,11569
0,True,6031
1,False,2888
1,False,5586
0,False,2341
1,False,1168
1,False,5375
0,False,2075
1,False,3022
1,False,6207
1,False,3657
1,False,4511
1,False,2708
1,False,5186
1,False,5853
0,True,12525
1,False,2466
1,False,3866
1,False,6201
0,False,2446
1,False,5226
1,False,7180
0,True,7988
1,False,3571
1,False,3927
1,False,5393
1,False,3401
0,True,4501
0,True,2038
1,False,4462
0,True,7587
1,False,3134
1,False,3093
1,False,2848
1,False,4292
1,False,3075
1,False,3952
0,True,6442
1,False,1149
1,False,1089
0,True,5186
0,True,5285
1,False,4610
1,False,5293
1,False,2899
0,False,19132
0,True,3221
0,False,2533
0,False,4505
1,False,7928
1,False,7938
1,False,3676
0,True,5691
1,True,6750
1,True,3742
1,False,6346
1,False,6483
0,True,7664
0,True,10676
1,False,5444
1,True,3726
0,False,4721
1,False,5508
1,False,1060
0,True,7697
1,True,6056
0,True,12977
1,False,5806
1,False,6494
1,False,6493
1,False,1058
0,True,10264
1,False,4753
1,False,1112
1,False,10295
0,True,8897
1,True,29562
1,False,4284
1,False,6266
1,False,3109
0,True,6015
0,True,6598
1,False,5449
1,False,3052
1,False,1353
1,False,4479
0,False,1857
1,True,2806
1,False,2585
0,False,2534
1,False,7382
1,True,7716
0,True,6040
1,False,4736
1,False,2953
1,False,5667
1,False,8698
0,False,1689
0,False,16276
1,True,8490
0,True,10045
1,False,3971
1,True,103965
1,False,5650
0,True,6802
1,False,3068
1,False,6140
1,False,3431
1,False,5252
1,False,5834
0,False,5954
0,True,9865
0,True,6397
1,False,3780
1,False,1640
1,False,1220
1,False,4306
1,False,5596
1,False,3267
1,False,7590
1,False,1531
1,False,2485
0,True,4877
1,False,6940
1,False,4052
1,False,3191
1,False,6255
0,True,1698
0,True,10344
1,False,5384
1,False,6158
0,True,3475
0,True,5518
1,False,1574
1,False,4192
0,True,2802
0,False,1491
0,True,2749
1,False,3578
1,False,3134
1,False,2914
1,False,5277
1,False,5542
0,True,6820
1,False,700
1,False,2861
1,False,3123
1,False,2587
1,True,27067
1,False,4806
1,False,3620
1,False,11072
1,True,7257
1,False,3383
0,True,9210
1,True,7650
0,False,5769
1,False,6226
1,False,110548
0,True,1513
1,True,6081
1,False,4868
1,False,3045
1,False,5457
0,False,6997
1,False,3771
0,False,127222
0,False,2675
1,False,8172
1,False,5442
1,False,4427
1,False,5414
0,True,2870
1,False,1184
0,True,2938
1,False,4754
0,True,2556
0,True,7059
1,False,6803
1,False,4818
1,False,3841
1,False,10255
1,False,5000
0,False,5619
0,True,11199
1,False,6393
0,True,5697
1,False,1223
1,False,2737
0,True,4874
1,False,1349
1,False,8039
1,False,1300
0,True,6353
1,True,3868
1,False,7940
0,True,10373
1,False,4437
0,False,2187
1,False,5477
1,False,1210
0,True,10113
1,False,2889
0,True,5966
1,False,1170
0,True,8043
0,True,6412
1,False,9015
1,False,7122
0,True,12450
0,True,11044
1,False,4440
1,False,1053
1,False,7385
1,False,4343
1,False,5578
1,False,3209
0,False,3479
1,False,3820
1,True,24606
1,False,6739
0,True,17658
1,True,6196
1,False,6822
1,False,6625
1,False,3532
1,False,3594
0,True,9803
0,True,4587
1,True,6886
1,False,1576
0,False,7305
0,False,2580
1,False,5485
0,False,6258
1,False,1103
0,False,2007
1,False,5904
1,False,6950
1,False,1595
1,False,4815
1,False,3161
1,False,6195
0,False,3607
1,False,7898
0,False,5443
0,True,7725
1,False,6962
1,False,7116
1,False,1131
1,False,3774
1,False,5185
1,False,7941
0,True,9227
1,False,6988
0,True,8776
1,False,5379
1,False,7066
0,False,2052
1,True,7474
0,True,3981
1,False,3690
0,False,1274
1,False,3081
1,False,2195
1,False,7743
0,False,21507
1,False,1235
0,False,7790
1,True,6461
1,False,4180
0,False,6803
1,False,1160
1,False,3760
1,False,5918
1,False,1405
1,False,6740
0,True,6161
1,True,3158
1,False,4855
1,False,3008
1,False,1316
1,False,1201
1,False,3250
1,False,6679
1,False,3825
1,False,2114
1,False,4443
1,False,4740
1,False,1426
1,True,7308
1,False,16364
0,True,10445
1,False,4514
0,False,4514
1,False,5715
1,False,3189
0,False,2292
1,True,8800
1,False,7260
1,False,1625
1,False,1916
1,False,6190
1,False,7609
0,True,4284
1,False,1089
0,True,4422
0,True,11178
1,False,4496
1,False,6533
1,False,4587
1,False,4014
1,False,5531
1,False,4085
0,True,2832
0,False,2206
0,False,11654
1,False,1100
1,False,4242
0,True,3453
1,False,7655
0,True,6314
1,False,5265
1,False,16242
0,True,2726
1,False,3693
0,True,14506
0,True,8815
1,False,2843
1,False,6774
1,False,7997
1,False,6189
0,True,3586
1,False,7678
1,False,2607
0,True,6657
1,False,5263
0,True,16139
1,False,4106
1,False,5684
0,True,3815
1,False,2454
1,False,2052
1,False,8329
0,True,2560
0,True,7578
0,False,6113
1,False,1065
1,False,6946
0,True,10549
1,False,6490
1,False,3958
1,False,4255
1,False,1856
0,True,10465
1,False,4876
1,False,3536
1,False,5914
1,False,5114
0,True,6893
1,False,18591
1,False,5005
1,True,9563
0,True,12870
1,False,3446
1,False,5644
0,True,6333
1,True,6345
1,False,5465
0,True,10777
0,False,60740
1,False,5399
1,False,6192
0,True,3792
0,True,6809
1,False,3869
0,False,9797
1,True,13122
1,False,1365
1,False,1995
1,False,5095
1,False,3000
1,False,2819
0,False,4671
0,False,7473
1,False,5361
0,True,8331
0,True,10537
1,False,3214
0,False,5675
1,False,3577
0,True,5780
1,False,7543
0,True,7851
1,False,6328
1,True,2862
1,False,5356
0,False,1741
1,False,5707
1,False,2470
1,False,3748
1,False,4339
1,False,5403
1,True,4813
1,False,6509
1,False,2954
0,False,1822
0,False,1407
0,True,2072
0,True,6351
0,False,3867
1,False,6415
0,True,16177
0,True,8624
1,False,5200
1,False,3147
0,False,72930
1,False,5906
0,False,4293
1,False,4850
1,False,3538
1,False,4958
1,False,2540
1,False,4800
1,True,5071
0,True,23137
1,False,2125
1,False,7229
0,False,2209
1,False,3211
1,False,3203
1,True,4389
0,False,1798
1,False,6157
1,False,5809
1,False,7083
1,False,2766
1,False,4341
1,False,2357
1,False,4299
0,True,11702
1,False,3534
1,False,4790
0,True,15105
0,False,6604
1,False,2248
1,False,2970
1,False,3940
1,True,22558
0,True,7324
1,False,3179
0,True,2022
1,True,9860
1,False,3338
1,False,1967
0,True,5646
0,True,10041
0,True,2033
0,False,3240
1,False,5171
1,False,4308
1,False,1127
1,False,9025
1,False,5834
1,False,4585
1,False,3999
0,True,12762
1,False,5207
1,False,10021
1,True,24535
1,True,5784
0,True,8283
1,False,5301
0,True,3767
0,False,5736
1,False,5265
0,True,12416
1,False,5892
1,True,5440
0,True,6845
1,False,3883
0,False,5377
0,False,2196
0,False,7465
1,False,7176
0,True,4120
1,False,6190
1,False,6158
1,False,5423
1,False,2089
0,False,2327
1,False,1185
1,False,7434
1,False,2343
1,False,2713
0,False,1611
1,False,1087
0,False,3812
1,False,1188
0,True,3748
0,True,6591
1,False,4525
1,False,1356
0,False,9041
1,False,2572
1,False,1754
0,True,6959
0,True,43546
1,False,5740
0,True,16702
1,False,3616
1,False,4608
1,False,1163
1,False,4239
1,False,1083
1,False,6386
0,True,2305
1,True,8438
1,False,5368
0,True,2112
0,True,4136
1,False,2188
1,False,3418
1,False,3902
1,False,6876
1,False,8210
1,False,3075
0,False,2590
1,True,2619
1,False,6895
0,True,7734
0,False,7501
1,False,2466
0,True,7411
1,False,3402
1,False,8794
0,False,2280
1,False,1138
1,False,2601
1,False,5753
1,False,3096
0,False,4571
1,False,3288
1,False,6504
1,False,3589
1,False,2762
0,True,7231
1,True,4062
1,False,3178
0,False,2942
1,False,2797
1,True,15224
1,False,5178
1,False,2073
1,False,4251
1,False,2405
1,False,1196
1,False,4565
1,False,3014
0,True,10245
1,False,3886
0,True,5957
0,False,1986
1,True,48403
0,False,5830
1,True,5669
1,False,4856
1,False,3599
1,False,5399
1,True,5964
1,True,11411
0,True,6787
0,True,5631
1,False,1130
1,False,5027
1,False,7177
1,False,2222
1,False,3948
1,False,2529
0,False,3586
1,False,3435
0,True,6042
1,False,10057
1,False,4399
1,False,5933
0,True,6254
0,True,8910
1,False,6354
1,False,1219
1,False,19690
0,True,3343
1,False,5716
1,False,7218
1,False,3249
1,True,3696
0,False,3431
1,False,3276
1,False,7165
1,False,1382
0,False,2210
1,False,3379
1,False,3648
1,False,7677
1,False,9137
1,False,2720
0,True,3586
1,False,3321
0,True,7867
0,True,13034
0,False,8995
0,False,5137
0,False,4367
1,False,5134
0,False,2697
1,False,11540
0,True,7299
1,False,3777
1,False,10160
0,False,2320
1,False,8274
0,True,4591
1,False,4218
0,True,6948
1,False,5238
0,False,3996
0,True,4155
1,False,3018
1,False,2843
1,False,1151
1,False,1939
1,False,5663
1,False,5147
0,True,7189
1,False,4182
1,False,5233
1,False,6615
1,False,1127
0,True,5658
1,False,8292
1,False,5913
1,True,13479
1,False,3245
1,False,5219
0,False,9429
1,False,4560
1,False,1072
1,False,6960
1,True,7472
1,False,3169
0,False,2472
0,True,2070
1,False,5807
1,False,5666
1,False,2453
0,True,7141
1,False,5553
0,True,13133
1,False,2129
1,False,7145
1,False,4964
1,False,4805
1,False,3902
1,False,5739
1,True,4617
1,False,2824
1,False,4509
0,True,11584
1,False,5672
1,False,3946
0,True,8074
0,True,6014
1,False,1029
1,False,2487
1,False,2602
1,True,7009
1,False,3653
0,False,1363
1,False,1182
1,False,5783
0,False,4682
1,False,4969
1,False,6337
0,True,5217
1,False,5732
1,False,2904
1,False,6163
1,False,5843
1,False,5612
1,False,5934
0,True,8689
1,False,5852
1,False,7525
1,False,7736
1,False,16209
1,False,3381
1,False,5163
1,False,2898
1,False,3762
1,False,3419
1,False,5894
1,False,1446
1,False,3707
0,True,3058
1,False,5470
1,False,7504
0,True,11236
1,False,2874
1,False,5673
1,False,5744
1,True,7756
1,False,6820
1,False,6519
0,False,1947
0,False,13506
1,False,5132
1,True,6122
1,False,3589
1,False,4575
0,False,11685
0,True,4141
1,False,5399
0,False,3626
1,False,5400
1,False,5443
1,False,6570
1,True,9747
1,False,3515
1,False,2641
1,False,5962
1,False,3638
0,True,8339
1,False,3662
1,False,7281
1,False,1221
1,False,1119
1,False,1137
1,False,7862
1,False,3419
1,False,7372
1,True,10510
1,False,4275
1,False,2952
1,False,5558
1,False,6974
0,False,5106
0,False,2947
0,False,1295
1,False,5635
0,True,13146
0,False,2497
1,False,5305
1,False,3928
1,False,2177
0,True,4419
1,False,2396
1,False,2078
1,False,5566
1,False,4944
1,False,3011
1,False,2627
1,False,6084
0,True,3291
0,False,6523
0,False,2175
1,False,6006
1,False,5138
0,True,4422
1,False,1673
1,False,6145
1,True,7002
1,False,3211
1,False,2910
1,True,11184
0,False,2894
1,False,1187
1,False,5479
0,True,7267
1,False,3383
1,False,5849
1,False,6610
1,True,35728
0,True,9788
1,False,5353
1,False,2835
0,True,8392
1,False,5940
1,False,5245
0,True,5883
1,False,24387
0,False,2205
1,False,4041
1,False,4090
1,False,3264
1,True,1804
0,True,11843
1,False,2363
1,False,1035
1,False,4494
1,False,5054
1,False,8898
0,False,5000
1,False,6087
1,False,5641
1,False,4976
1,False,6722
0,True,4373
1,False,1154
1,False,2507
0,True,13752
1,False,3938
0,True,6523
1,False,4632
0,True,4343
1,False,4329
1,False,4266
1,True,10486
1,False,7122
1,False,8782
1,False,4056
0,True,2887
0,False,2860
0,True,5432
1,False,7450
1,False,5965
1,False,5645
1,False,5060
1,False,6130
1,False,2579
0,True,1863
0,False,3740
1,False,6542
1,False,4594
1,False,6072
0,False,3598
1,False,3909
0,False,2370
1,False,1197
1,False,1659
1,False,6102
0,False,7454
0,True,2548
1,False,3427
1,False,2901
1,True,5697
1,False,866
1,False,1974
1,False,3040
1,False,6522
1,False,3310
1,False,3451
0,True,7266
1,False,2454
1,False,6451
1,False,5604
1,False,4317
0,True,2323
1,False,2452
1,False,2767
0,True,3588
0,False,5584
1,False,3601
0,False,2948
1,False,5774
0,False,13121
1,False,5192
1,False,5702
1,False,3398
1,False,1088
0,True,8937
1,True,5306
0,True,7497
0,False,1740
1,True,3147
1,False,4784
1,False,6103
0,True,6980
0,True,13989
0,True,11564
1,False,3769
1,False,10225
0,True,9751
1,False,6542
1,False,3514
1,False,7045
1,False,1401
1,False,8681
1,True,30341
0,True,1871
1,False,2854
1,False,4789
1,False,5709
1,True,6725
1,False,3895
0,True,5335
1,False,3489
1,False,13010
1,False,2974
0,False,3738
1,True,11467
1,False,1791
1,False,5473
1,False,6380
1,True,27835
1,False,1104
1,False,3552
1,False,1159
0,False,2218
1,False,5526
1,False,4639
1,False,3429
1,False,3798
1,False,7635
1,False,5639
1,False,1092
1,True,10734
1,False,13574
1,False,10790
0,False,4958
0,True,11212
1,False,6460
0,False,3682
0,True,3938
0,False,3564
0,False,6355
0,True,9437
1,False,6125
1,False,1909
0,False,4990
1,False,2397
1,False,3280
1,False,5571
1,False,5137
1,False,5309
1,False,4849
1,False,5320
1,False,4726
1,False,1143
1,False,1417
1,False,4240
1,False,6041
0,False,2051
1,False,5298
1,False,6576
1,False,5516
1,False,5166
1,False,6887
1,True,37594
1,False,5027
1,False,1104
1,False,1992
1,False,3294
1,True,8183
1,False,1803
1,False,5795
1,False,7285
0,False,4885
0,True,7951
1,False,2727
1,False,4571
1,False,1748
0,False,6378
1,False,3021
1,False,7143
0,False,9041
1,False,2562
1,False,5668
0,True,8185
1,True,9176
1,False,5440
0,True,6979
1,False,5688
0,True,14902
0,False,8346
1,False,2233
0,False,1812
1,False,6082
1,False,5878
1,False,3209
1,False,3876
0,False,3995
1,False,717
0,False,44772
0,True,12381
1,False,1123
1,False,2425
1,False,5603
1,False,2766
1,False,6724
1,False,7600
0,False,15359
0,True,38690
0,True,9186
1,False,5216
1,False,6182
1,False,4971
1,True,5809
1,False,4144
0,False,2060
1,False,5154
1,False,1213
1,False,1990
1,False,5112
1,False,9890
1,True,3415
1,False,3745
1,False,5574
0,False,1549
1,True,30899
1,False,3845
1,False,1756
1,False,5881
1,False,3126
1,False,5678
1,False,5978
0,False,5050
1,False,10693
1,False,5951
1,False,5742
0,False,819
1,False,6708
1,False,5363
1,False,3534
1,False,2780
1,False,6421
1,False,3876
0,False,2154
1,False,1422
1,True,4485
1,False,6086
0,False,6246
0,False,9360
1,False,6458
0,True,5268
1,False,2908
0,True,2653
0,True,8329
1,True,24542
1,False,3663
1,False,4815
0,True,2005
1,False,5452
0,True,6674
1,False,5218
1,False,6337
0,True,15727
0,True,9190
0,False,5721
1,False,7059
1,False,6840
0,True,5964
0,False,3544
1,False,3821
0,True,9900
1,False,2752
0,True,15430
1,False,3172
1,False,4915
1,False,4152
0,True,12993
1,False,5832
1,False,2872
1,False,3134
0,False,3408
1,False,2842
0,False,2180
1,True,4486
1,False,1168
1,False,4072
0,False,3767
1,True,4895
0,True,1685
1,False,4110
1,False,4870
1,False,7165
1,False,8595
1,False,5428
1,False,5819
1,False,2410
0,False,1868
1,False,13088
1,True,3799
1,False,2164
1,False,2631
1,False,2938
1,True,7482
0,False,2165
0,False,1593
1,False,2686
0,True,5742
1,False,2932
1,False,1034
1,False,5580
1,False,2446
1,False,5430
1,False,5484
1,False,3989
1,False,1089
1,True,20623
1,False,6000
1,False,3641
1,False,3153
0,True,3249
1,False,6334
1,False,3587
0,False,11355
1,False,6806
1,False,7637
0,True,6701
1,False,5446
1,False,4890
1,False,4488
1,False,5749
1,True,4539
0,True,11759
1,False,2754
1,False,3842
1,False,6102
1,False,5964
1,False,7073
1,False,6228
1,False,3940
1,False,5578
0,True,7531
1,False,1321
1,True,8747
1,False,5694
1,False,3763
0,True,13773
0,True,3222
1,False,4855
1,False,1025
1,False,6309
0,True,21714
0,False,5792
0,True,6534
0,True,10184
1,True,13154
1,False,4930
1,False,4820
1,False,6563
1,False,5854
0,False,1716
1,False,6312
0,True,6962
0,False,2466
0,False,3682
1,False,2544
1,False,6262
1,False,2590
1,True,9378
1,False,2912
0,True,8117
1,False,6204
0,True,10917
0,True,1946
1,False,1074
0,False,3077
1,False,5998
0,True,8948
0,True,14183
0,True,7453
0,True,7498
0,True,2260
0,True,18968
1,True,6043
0,True,2672
1,False,8261
1,False,1181
1,False,3664
0,True,3836
1,False,3115
0,True,4506
0,True,2028
1,False,1179
0,True,9377
1,False,8692
0,True,8825
1,False,5270
1,False,4564
0,False,36643
1,False,3228
1,False,1210
1,False,4763
1,False,4474
1,False,3354
1,False,5633
1,False,4120
1,False,5692
1,False,8093
1,False,4093
1,False,1629
1,False,5505
1,True,2914
1,False,905
1,False,3364
0,False,6055
1,False,1050
1,True,9393
1,False,5758
1,False,4268
1,True,3232
0,True,9670
0,False,1907
1,False,1036
1,True,3142
1,False,3202
1,False,3019
1,False,5214
1,False,6806
1,True,2940
1,False,4631
0,True,2657
1,False,8174
1,False,6617
1,False,5718
1,True,7051
1,False,4835
0,False,5688
1,False,6679
0,False,3363
1,False,2785
1,True,5884
0,True,6698
1,False,5795
1,True,4175
1,True,33143
1,False,5232
0,True,12666
0,True,8733
1,False,2482
0,True,5661
0,True,4439
1,False,5552
1,True,11183
1,False,4059
1,False,1481
1,False,5457
0,True,2727
1,False,2840
1,False,6264
1,False,5794
0,True,4820
1,False,1093
1,False,6113
0,False,2055
0,False,2812
0,True,6812
1,False,2296
0,True,2217
1,False,5974
1,True,3939
1,False,5043
1,False,8407
0,False,3341
0,True,7936
1,False,7092
1,False,10377
1,False,3238
1,False,1706
1,False,5932
1,False,5551
0,True,2742
1,False,3590
1,False,2567
1,True,7953
0,True,5030
1,False,7359
1,False,2484
1,False,2096
1,False,5303
1,False,1104
1,True,5066
1,False,9464
1,False,2889
1,False,4137
1,False,1256
1,False,5818
1,False,6879
1,False,3908
1,False,6101
0,True,17506
0,True,8916
1,False,6297
1,False,3018
1,False,905
1,False,3454
1,False,8177
1,False,5828
1,False,4315
0,True,3057
0,True,7168
1,False,3629
1,False,6159
1,False,8998
0,True,6380
1,False,6419
1,False,1191
1,True,9865
0,False,5700
0,True,7132
1,False,6541
1,True,6470
0,False,4635
0,True,3549
1,False,8469
1,False,5510
1,False,3195
0,True,6400
1,False,3369
1,False,7816
1,False,2965
0,True,10182
0,True,4151
1,False,4936
1,False,5252
1,False,6265
1,False,5094
0,True,10209
1,False,2091
1,False,5411
0,True,12340
1,False,5760
1,False,5580
1,False,6672
1,True,46418
1,False,7763
1,False,3339
1,False,2347
1,False,5275
1,False,7302
0,True,2852
1,False,2715
1,True,7174
1,False,3142
1,False,8159
0,False,3866
0,True,3897
1,False,6775
1,False,7236
0,False,6198
0,False,3952
1,False,4643
1,False,4253
1,False,7621
1,False,2851
1,False,1188
0,False,35638
0,False,2200
1,False,6948
0,False,2549
1,False,5953
1,False,3176
1,False,1300
0,False,3022
1,False,6235
1,True,9603
1,True,1562
1,False,3058
0,True,6695
1,False,7440
1,False,3798
1,False,6058
1,False,9242
1,False,15706
0,True,15076
0,True,5432
0,True,7136
0,False,5498
0,True,6355
0,True,4194
1,False,5476
1,False,2926
1,False,6726
1,False,1128
0,False,2215
0,False,4338
0,True,5750
1,False,5143
0,False,7257
0,True,11514
1,True,18667
0,True,4270
1,True,5575
1,False,7176
0,True,1762
0,True,7480
1,False,6451
0,True,21322
1,False,4533
1,False,5491
1,True,24575
1,False,4269
0,True,44814
0,False,2142
1,False,5980
1,False,2890
0,False,6218
1,False,4480
1,False,6099
1,False,1183
1,False,5763
1,False,4385
1,False,6154
0,False,4109
1,False,5006
0,True,12134
0,True,13350
0,False,2794
0,True,12276
1,False,4477
1,False,9917
1,False,5465
1,False,6262
1,False,6231
0,True,5187
1,True,6796
1,False,6706
1,False,1510
1,False,3621
1,True,7820
1,False,2442
0,True,2912
1,False,7174
1,False,2506
1,False,3416
1,False,6475
1,True,3027
1,False,1135
1,False,6095
0,False,2804
1,False,1694
1,True,46235
1,False,3138
0,True,2189
1,False,5526
1,False,3072
1,False,1158
1,False,3803
1,True,7252
0,True,8265
0,True,3806
0,True,4826
0,True,8806
1,False,1191
1,False,7079
1,False,6530
0,True,17449
1,False,2494
1,False,5979
1,False,6491
1,False,7844
0,False,4946
0,True,10952
1,False,1202
1,False,2437
1,False,5158
1,False,4883
1,False,10790
0,False,11885
1,False,5090
1,False,3187
0,False,2952
0,True,11122
0,True,23278
0,True,5667
0,True,7494
0,True,15964
1,False,6696
1,False,1962
1,False,6105
1,False,2585
1,False,3123
0,True,10637
1,False,6996
1,False,1284
1,False,5446
1,False,1930
1,False,3184
1,False,7389
1,False,6201
1,False,3205
1,False,8493
1,False,7015
1,False,4165
0,True,6319
0,True,2974
1,False,5914
0,True,7013
0,True,11674
1,False,3191
1,False,1609
1,True,7546
0,False,4495
0,False,5103
1,False,2283
1,False,4929
0,False,5152
1,False,3068
1,True,7201
0,True,3243
0,False,19622
1,False,6921
0,False,5688
0,False,75647
0,True,6860
0,False,1569
0,True,9003
1,False,3900
1,True,6819
1,True,5392
1,False,4255
0,False,4125
0,False,17502
1,False,4166
0,True,6543
1,False,5331
0,False,4298
1,False,26010
0,True,7162
1,False,3829
1,False,6060
1,False,5423
1,False,7634
1,False,2977
0,True,11454
0,False,60697
1,False,1060
0,True,1463
1,True,6443
1,False,6727
1,False,3142
0,False,2519
1,False,6749
0,True,43454
1,False,3774
1,False,3725
1,False,1758
1,False,909
0,False,4484
1,False,2290
0,False,21517
1,True,5506
1,False,1422
1,False,3053
1,False,3044
1,False,4963
1,True,13581
0,True,11274
1,False,3383
0,True,2882
0,False,3071
1,False,4059
1,False,2921
1,False,6638
0,True,5214
1,True,8218
1,False,8201
1,False,5941
0,False,2160
1,False,5657
1,False,3260
1,False,5444
0,True,8668
0,True,3919
1,False,5635
1,False,4707
1,False,4360
0,True,9785
1,False,3119
0,True,5113
1,False,3802
1,False,7817
1,True,2606
1,False,4245
1,False,6218
0,False,11252
0,True,11274
1,False,3595
0,True,4795
0,True,3133
1,False,9269
0,False,2373
0,True,5068
1,False,6270
1,False,4464
1,False,1407
1,False,6642
1,False,10192
0,False,2529
1,False,5854
0,True,11366
0,False,3161
1,False,3569
1,True,5890
1,False,2112
1,False,4112
1,False,5745
1,True,3704
1,False,4379
0,True,6473
1,False,6678
0,True,8328
0,False,3043
1,False,4982
1,False,8322
1,False,4677
1,False,6516
0,True,7860
1,False,5871
1,False,2969
1,False,2917
0,True,7993
1,True,11222
1,False,5730
1,False,5944
1,True,7960
1,False,5383
1,False,5473
1,False,6908
1,False,24722
0,False,9613
0,True,4713
1,False,5857
0,False,2926
1,True,10580
1,False,1763
1,False,3575
1,False,4580
0,False,2529
1,False,3097
1,False,5411
1,False,1171
0,False,8868
0,False,5590
1,False,3191
1,False,3202
0,True,9832
1,False,30734
1,False,3630
1,False,5479
1,False,5354
1,False,6635
1,False,6405
0,False,1372
1,False,3993
0,True,7079
0,True,8644
1,False,7212
0,True,22461
0,False,4723
1,True,27597
1,False,8996
0,False,21218
1,False,3637
1,False,6898
0,True,1680
1,False,3195
1,False,4701
0,True,12101
1,False,3884
1,False,3311
0,True,7902
1,True,8233
1,False,5120
1,False,1323
1,False,3119
1,False,6376
0,True,1493
1,False,3150
1,False,5664
1,True,6131
1,False,2974
1,False,3384
0,True,6970
0,True,6991
1,False,3483
1,False,11165
0,False,3578
0,False,5495
1,True,5753
0,True,3089
1,False,2498
0,False,4771
1,False,2035
0,False,2040
0,False,5698
1,False,6554
1,False,1128
0,True,16482
1,False,2728
1,False,4851
1,False,1108
1,False,1131
1,False,4352
1,False,2955
0,True,6347
0,True,232375
0,False,10224
1,False,1466
1,False,5301
1,False,3591
1,False,5521
1,False,3995
1,False,3923
0,True,3533
1,False,2715
1,True,3131
1,False,1503
1,False,6945
0,True,2788
1,False,6299
1,False,5490
1,False,5988
1,False,7625
0,True,5839
1,False,3208
1,False,5900
0,True,3397
0,True,4496
1,False,4592
0,True,5732
1,False,2270
1,False,6027
0,True,2491
1,False,6496
1,False,6509
0,True,4361
0,False,4355
0,False,5243
1,False,4887
1,False,2088
0,True,3341
1,False,2576
1,False,5819
